tanggal,beras,beras_kb1,beras_kb2,beras_km1,beras_km2,beras_ks1,beras_ks2,daging_ayam,daging_ayam_rs,daging_sapi,daging_sapi_k1,daging_sapi_k2,telur_ayam,telur_ayam_rs,bawang_merah,bawang_merah_sedang,bawang_putih,bawang_putih_sedang,cabai_merah,cabai_merah_besar,cabai_merah_keriting,cabai_rawit,cabai_rawit_hijau,cabai_rawit_merah,minyak_goreng,minyak_goreng_curah,minyak_goreng_merk1,minyak_goreng_merk2,gula_pasir,gula_pasir_premium,gula_pasir_lokal
17/ 07/ 2023,"13,550","12,500","12,050","13,550","13,350","14,900","14,350","38,750","38,750","134,600","138,150","129,100","31,900","31,900","38,800","38,800","42,700","42,700","44,550","45,250","44,150","43,450","40,550","44,100","19,200","15,550","21,450","19,800","15,350","16,100","14,800"
18/ 07/ 2023,"13,550","12,450","12,050","13,550","13,350","14,900","14,400","38,800","38,800","135,050","138,750","129,550","31,950","31,950","38,300","38,300","42,700","42,700","44,550","45,200","44,450","43,550","40,500","44,550","19,200","15,500","21,450","19,850","15,350","16,050","14,800"
19/ 07/ 2023,"13,450","12,350","12,100","13,400","13,200","14,800","14,250","39,500","39,500","134,650","137,750","129,550","32,150","32,150","38,400","38,400","42,300","42,300","43,150","44,250","43,150","42,800","40,050","44,650","19,250","15,550","21,600","20,000","15,350","16,200","14,750"
20/ 07/ 2023,"13,550","12,450","12,050","13,550","13,350","14,950","14,400","38,500","38,500","135,050","138,700","129,550","31,950","31,950","37,450","37,450","42,600","42,600","43,800","44,400","43,850","43,350","40,400","44,550","19,200","15,500","21,400","19,850","15,350","16,100","14,800"
21/ 07/ 2023,"13,550","12,450","12,100","13,550","13,350","14,950","14,350","38,350","38,350","135,050","138,700","129,550","31,950","31,950","37,150","37,150","42,900","42,900","43,550","43,750","43,700","43,200","40,550","44,400","19,200","15,500","21,400","19,850","15,350","16,100","14,800"
24/ 07/ 2023,"13,550","12,450","12,100","13,550","13,350","14,950","14,350","37,750","37,750","135,050","138,650","129,550","32,050","32,050","36,400","36,400","43,000","43,000","42,300","42,900","42,300","43,900","40,700","45,200","19,150","15,500","21,400","19,800","15,350","16,100","14,800"
25/ 07/ 2023,"13,550","12,450","12,100","13,550","13,350","14,950","14,350","37,550","37,550","135,050","138,700","129,500","32,000","32,000","35,900","35,900","42,950","42,950","42,050","42,450","42,250","44,200","40,650","45,800","19,200","15,500","21,400","19,800","15,350","16,100","14,800"
26/ 07/ 2023,"13,550","12,450","12,100","13,550","13,350","14,900","14,350","37,100","37,100","135,100","138,750","129,600","32,100","32,100","35,500","35,500","42,700","42,700","41,700","41,950","41,950","43,850","40,600","45,500","19,150","15,500","21,400","19,800","15,350","16,100","14,800"
27/ 07/ 2023,"13,550","12,450","12,100","13,550","13,350","14,900","14,350","36,850","36,850","135,100","138,750","129,600","32,050","32,050","35,300","35,300","42,550","42,550","41,100","41,500","41,250","43,750","40,550","45,500","19,150","15,500","21,400","19,800","15,400","16,100","14,800"
28/ 07/ 2023,"13,550","12,450","12,100","13,550","13,350","14,900","14,350","36,600","36,600","135,100","138,750","129,600","32,050","32,050","35,200","35,200","42,550","42,550","41,200","41,650","41,350","43,850","40,550","45,650","19,150","15,500","21,400","19,800","15,400","16,100","14,800"
31/ 07/ 2023,"13,550","12,450","12,150","13,550","13,350","14,900","14,350","35,850","35,850","135,050","138,700","129,550","32,000","32,000","34,750","34,750","42,350","42,350","41,600","41,400","41,950","45,500","41,250","47,800","19,150","15,500","21,400","19,800","15,400","16,100","14,800"
01/ 08/ 2023,"13,550","12,450","12,050","13,600","13,350","14,900","14,350","35,600","35,600","135,050","138,700","129,550","32,000","32,000","34,450","34,450","42,350","42,350","41,550","41,450","41,950","46,000","41,600","48,550","19,150","15,450","21,400","19,800","15,400","16,100","14,800"
02/ 08/ 2023,"13,550","12,450","12,050","13,600","13,350","14,900","14,400","35,400","35,400","135,050","138,700","129,550","32,000","32,000","34,150","34,150","42,350","42,350","41,400","41,100","41,950","46,150","41,700","49,100","19,150","15,450","21,350","19,800","15,400","16,100","14,850"
03/ 08/ 2023,"13,550","12,500","12,050","13,600","13,350","14,900","14,400","35,400","35,400","135,050","138,700","129,550","32,000","32,000","34,100","34,100","42,250","42,250","41,550","41,350","41,900","46,400","41,500","50,000","19,150","15,450","21,350","19,800","15,400","16,100","14,850"
04/ 08/ 2023,"13,550","12,450","12,050","13,550","13,350","14,900","14,400","35,250","35,250","135,050","138,700","129,550","31,950","31,950","34,000","34,000","42,150","42,150","41,750","41,600","42,000","46,900","41,550","50,850","19,150","15,450","21,350","19,800","15,400","16,100","14,850"
07/ 08/ 2023,"13,550","12,450","12,100","13,600","13,350","14,900","14,400","35,200","35,200","135,150","138,850","129,600","31,900","31,900","33,500","33,500","41,900","41,900","42,350","42,200","42,600","47,850","41,800","52,250","19,150","15,450","21,350","19,800","15,400","16,100","14,850"
08/ 08/ 2023,"13,550","12,450","12,100","13,600","13,350","14,900","14,350","35,350","35,350","135,150","138,800","129,650","31,900","31,900","33,200","33,200","41,750","41,750","42,450","42,450","42,600","47,750","41,500","52,050","19,150","15,450","21,350","19,800","15,400","16,100","14,850"
09/ 08/ 2023,"13,550","12,450","12,100","13,600","13,350","14,900","14,350","35,500","35,500","135,050","138,750","129,550","31,900","31,900","33,100","33,100","41,750","41,750","42,350","42,100","42,550","47,700","41,650","52,150","19,150","15,450","21,350","19,800","15,400","16,150","14,850"
10/ 08/ 2023,"13,550","12,450","12,100","13,600","13,350","14,950","14,400","35,750","35,750","135,050","138,750","129,550","31,850","31,850","32,900","32,900","41,700","41,700","42,700","42,600","42,800","47,700","41,500","52,450","19,150","15,450","21,350","19,800","15,400","16,150","14,850"
11/ 08/ 2023,"13,550","12,500","12,100","13,650","13,400","14,950","14,400","36,000","36,000","135,100","138,800","129,500","31,850","31,850","32,750","32,750","41,700","41,700","42,850","42,500","42,900","48,250","41,500","53,200","19,150","15,450","21,300","19,800","15,400","16,150","14,850"
14/ 08/ 2023,"13,600","12,500","12,150","13,650","13,400","14,950","14,400","36,350","36,350","135,100","138,750","129,500","31,700","31,700","32,450","32,450","41,450","41,450","43,600","42,000","44,050","47,900","41,350","53,050","19,100","15,400","21,300","19,800","15,400","16,150","14,850"
15/ 08/ 2023,"13,600","12,500","12,150","13,600","13,400","14,950","14,400","36,450","36,450","135,050","138,750","129,500","31,600","31,600","32,300","32,300","41,450","41,450","43,850","42,350","44,350","48,000","41,100","53,700","19,100","15,400","21,300","19,800","15,400","16,150","14,850"
16/ 08/ 2023,"13,600","12,500","12,150","13,650","13,400","14,950","14,400","36,500","36,500","135,050","138,750","129,500","31,600","31,600","32,250","32,250","41,350","41,350","44,050","42,200","44,800","47,700","40,550","53,700","19,100","15,400","21,300","19,750","15,400","16,150","14,850"
17/ 08/ 2023,"13,650","12,600","12,350","13,650","13,400","14,950","14,400","36,450","36,450","134,900","138,500","129,750","31,700","31,700","31,700","31,700","41,200","41,200","43,500","41,200","44,100","47,200","40,350","52,300","19,200","15,400","21,300","19,900","15,400","16,100","14,850"
18/ 08/ 2023,"13,600","12,550","12,150","13,700","13,400","14,950","14,400","36,350","36,350","135,050","138,700","129,550","31,500","31,500","31,900","31,900","41,200","41,200","44,150","41,900","45,050","47,550","40,650","53,600","19,100","15,400","21,300","19,750","15,400","16,150","14,850"
21/ 08/ 2023,"13,600","12,550","12,150","13,700","13,450","14,950","14,450","36,400","36,400","134,950","138,600","129,550","31,300","31,300","31,350","31,350","40,900","40,900","45,750","43,450","46,600","47,450","40,850","52,950","19,100","15,400","21,300","19,800","15,400","16,150","14,850"
22/ 08/ 2023,"13,650","12,600","12,200","13,750","13,450","15,000","14,450","36,400","36,400","134,950","138,600","129,550","31,200","31,200","31,200","31,200","40,850","40,850","46,150","43,950","47,150","47,450","41,000","52,800","19,100","15,400","21,300","19,800","15,400","16,150","14,850"
23/ 08/ 2023,"13,650","12,600","12,200","13,750","13,500","15,000","14,500","36,400","36,400","134,950","138,600","129,550","31,100","31,100","31,050","31,050","40,850","40,850","46,100","43,950","46,950","46,800","40,850","51,700","19,100","15,400","21,250","19,750","15,400","16,150","14,800"
24/ 08/ 2023,"13,700","12,600","12,200","13,850","13,500","15,050","14,500","36,450","36,450","134,900","138,550","129,500","31,100","31,100","30,900","30,900","40,750","40,750","46,100","43,800","47,100","46,150","40,600","50,600","19,100","15,400","21,250","19,750","15,400","16,150","14,850"
25/ 08/ 2023,"13,700","12,600","12,250","13,800","13,550","15,050","14,500","36,250","36,250","135,050","138,650","129,550","31,100","31,100","30,500","30,500","40,600","40,600","46,400","44,650","47,050","45,750","40,100","50,150","19,100","15,400","21,250","19,750","15,400","16,150","14,850"
28/ 08/ 2023,"13,750","12,600","12,250","13,800","13,550","15,100","14,550","36,000","36,000","135,050","138,650","129,750","30,700","30,700","30,050","30,050","40,400","40,400","47,150","45,450","47,600","43,500","39,300","46,250","19,100","15,400","21,250","19,750","15,450","16,150","14,850"
29/ 08/ 2023,"13,750","12,650","12,300","13,850","13,600","15,150","14,550","35,950","35,950","135,050","138,650","129,650","30,650","30,650","29,900","29,900","40,350","40,350","47,200","45,850","47,750","43,200","39,150","45,850","19,100","15,400","21,250","19,750","15,450","16,150","14,850"
30/ 08/ 2023,"13,800","12,650","12,350","13,850","13,600","15,150","14,600","35,850","35,850","135,000","138,600","129,650","30,600","30,600","29,700","29,700","40,300","40,300","47,200","45,650","47,900","42,800","39,000","45,100","19,050","15,400","21,200","19,750","15,450","16,150","14,850"
31/ 08/ 2023,"13,800","12,650","12,350","13,850","13,650","15,150","14,600","35,700","35,700","134,950","138,550","129,550","30,450","30,450","29,400","29,400","40,150","40,150","46,800","45,400","47,400","42,500","38,950","44,450","19,050","15,350","21,200","19,750","15,450","16,150","14,850"
01/ 09/ 2023,"13,800","12,650","12,350","13,900","13,650","15,200","14,600","35,500","35,500","134,950","138,550","129,600","30,300","30,300","29,350","29,350","40,100","40,100","46,600","45,600","46,850","42,000","38,600","43,650","19,050","15,350","21,200","19,700","15,450","16,150","14,850"
04/ 09/ 2023,"13,900","12,750","12,450","13,950","13,750","15,250","14,700","35,400","35,400","134,950","138,600","129,550","30,300","30,300","28,850","28,850","40,100","40,100","45,700","44,600","45,800","41,000","38,450","41,700","19,000","15,350","21,200","19,650","15,450","16,150","14,850"
05/ 09/ 2023,"13,950","12,800","12,550","14,000","13,800","15,300","14,750","35,450","35,450","134,950","138,600","129,600","30,350","30,350","28,700","28,700","40,000","40,000","45,250","44,350","45,200","41,000","38,450","41,450","19,000","15,350","21,200","19,650","15,450","16,150","14,900"
06/ 09/ 2023,"13,950","12,800","12,550","14,050","13,800","15,350","14,750","35,350","35,350","135,350","139,100","129,850","30,300","30,300","28,450","28,450","39,950","39,950","44,950","44,250","44,800","41,150","39,150","41,100","18,950","15,350","21,050","19,650","15,450","16,150","14,900"
07/ 09/ 2023,"14,000","12,850","12,600","14,050","13,850","15,350","14,800","35,300","35,300","134,950","138,600","129,550","30,200","30,200","28,400","28,400","39,700","39,700","44,800","44,250","44,550","41,050","38,900","40,950","19,000","15,350","21,150","19,650","15,450","16,150","14,900"
08/ 09/ 2023,"14,000","12,850","12,650","14,100","13,850","15,400","14,800","35,300","35,300","134,950","138,600","129,550","30,250","30,250","28,400","28,400","39,650","39,650","44,050","43,600","43,700","40,650","38,800","40,400","19,000","15,350","21,150","19,650","15,450","16,150","14,900"
11/ 09/ 2023,"14,050","12,900","12,700","14,100","13,900","15,400","14,850","35,400","35,400","134,450","138,550","127,550","30,100","30,100","28,150","28,150","39,550","39,550","42,850","42,850","42,650","40,950","39,050","40,650","19,000","15,400","21,150","19,650","15,500","16,150","14,950"
12/ 09/ 2023,"14,100","12,950","12,700","14,150","13,950","15,450","14,850","35,450","35,450","134,900","138,550","129,450","30,100","30,100","28,050","28,050","39,500","39,500","42,400","42,400","42,300","40,600","38,700","40,400","19,000","15,350","21,150","19,650","15,500","16,150","14,950"
13/ 09/ 2023,"14,100","12,950","12,750","14,150","13,950","15,500","14,900","35,400","35,400","134,900","138,550","129,450","30,000","30,000","27,900","27,900","39,450","39,450","42,050","42,000","41,950","40,550","38,800","40,350","19,000","15,350","21,150","19,600","15,500","16,200","14,950"
14/ 09/ 2023,"14,150","13,000","12,750","14,200","14,000","15,550","14,900","35,400","35,400","134,900","138,550","129,450","29,950","29,950","27,750","27,750","39,300","39,300","41,650","41,800","41,500","40,350","38,700","40,100","19,000","15,350","21,150","19,650","15,500","16,200","14,950"
15/ 09/ 2023,"14,200","13,050","12,800","14,250","14,050","15,600","15,000","35,650","35,650","135,200","138,850","129,650","30,000","30,000","27,800","27,800","39,250","39,250","42,000","42,200","41,800","40,900","39,250","40,550","18,950","15,300","21,100","19,600","15,600","16,200","15,000"
18/ 09/ 2023,"14,200","13,050","12,850","14,250","14,000","15,600","15,000","35,250","35,250","134,900","138,600","129,450","29,800","29,800","27,400","27,400","39,100","39,100","40,950","41,000","40,850","41,650","39,050","41,500","19,000","15,350","21,150","19,650","15,600","16,250","15,050"
19/ 09/ 2023,"14,250","13,100","12,900","14,300","14,100","15,650","15,000","35,200","35,200","134,900","138,600","129,450","29,700","29,700","27,200","27,200","39,000","39,000","41,050","41,100","41,000","41,700","39,150","41,450","19,000","15,350","21,150","19,650","15,600","16,250","15,100"
20/ 09/ 2023,"14,250","13,100","12,900","14,300","14,100","15,650","15,050","35,200","35,200","134,900","138,600","129,450","29,750","29,750","27,200","27,200","38,950","38,950","40,900","40,850","40,850","41,450","39,150","41,150","19,000","15,300","21,150","19,650","15,650","16,250","15,150"
21/ 09/ 2023,"14,250","13,150","12,900","14,300","14,100","15,650","15,050","35,150","35,150","134,950","138,600","129,500","29,750","29,750","27,200","27,200","38,850","38,850","40,850","40,750","40,750","41,450","39,200","41,150","19,000","15,300","21,100","19,650","15,700","16,300","15,200"
22/ 09/ 2023,"14,300","13,150","12,950","14,350","14,150","15,700","15,100","35,100","35,100","134,850","138,500","129,450","29,700","29,700","27,150","27,150","38,900","38,900","40,600","40,250","40,500","41,000","39,150","40,600","19,000","15,300","21,100","19,650","15,700","16,300","15,250"
25/ 09/ 2023,"14,350","13,200","13,000","14,350","14,200","15,700","15,100","35,550","35,550","134,900","138,550","129,450","29,500","29,500","27,000","27,000","38,750","38,750","42,100","41,400","42,000","42,400","39,800","42,450","18,950","15,300","21,100","19,600","15,800","16,400","15,300"
26/ 09/ 2023,"14,350","13,250","13,000","14,400","14,200","15,700","15,150","35,700","35,700","134,950","138,600","129,450","29,450","29,450","26,950","26,950","38,600","38,600","42,600","41,550","42,550","42,650","40,100","42,650","18,950","15,300","21,100","19,600","15,800","16,400","15,350"
27/ 09/ 2023,"14,350","13,250","13,000","14,400","14,200","15,750","15,150","35,650","35,650","134,950","138,600","129,450","29,400","29,400","27,050","27,050","38,650","38,650","42,900","41,650","42,950","42,650","40,300","42,600","18,900","15,300","21,050","19,550","15,850","16,400","15,450"
